epoch;accuracy;loss
0;0.6167290806770325;0.6731383800506592
1;0.6167290806770325;0.6627167463302612
2;0.6167290806770325;0.654914379119873
3;0.6167290806770325;0.6477187275886536
4;0.6167290806770325;0.6408023238182068
5;0.6167290806770325;0.6354094743728638
6;0.6167290806770325;0.6304970979690552
7;0.6167290806770325;0.6252777576446533
8;0.6167290806770325;0.6193535327911377
9;0.6167290806770325;0.6134828925132751
10;0.6167290806770325;0.606918454170227
11;0.6167290806770325;0.599763810634613
12;0.617977499961853;0.592610239982605
13;0.6504369378089905;0.5853738188743591
14;0.6866416931152344;0.5788142085075378
15;0.7003745436668396;0.5724093914031982
16;0.7215980291366577;0.5642780065536499
17;0.7303370833396912;0.5555181503295898
18;0.7540574073791504;0.5470001101493835
19;0.7690386772155762;0.5407480001449585
20;0.7827715277671814;0.5347102880477905
21;0.7915105819702148;0.5292685627937317
22;0.7915105819702148;0.5240660309791565
23;0.7940074801445007;0.5189350843429565
24;0.7940074801445007;0.5151041150093079
25;0.7940074801445007;0.5116773843765259
26;0.7915105819702148;0.5075599551200867
27;0.7952559590339661;0.5042434930801392
28;0.7952559590339661;0.5017222166061401
29;0.7952559590339661;0.4991547167301178
30;0.7990012764930725;0.4961771070957184
31;0.7915105819702148;0.4938946068286896
32;0.7952559590339661;0.4918154180049896
33;0.7940074801445007;0.49003270268440247
34;0.7952559590339661;0.48809242248535156
35;0.7952559590339661;0.48666247725486755
36;0.7952559590339661;0.4845582842826843
37;0.7915105819702148;0.48313847184181213
38;0.7952559590339661;0.48188966512680054
39;0.7952559590339661;0.4807441234588623
40;0.7952559590339661;0.47957679629325867
41;0.7952559590339661;0.47906163334846497
42;0.7952559590339661;0.47780659794807434
43;0.7977527976036072;0.47691255807876587
44;0.7940074801445007;0.4763871729373932
45;0.7952559590339661;0.4751945436000824
46;0.7940074801445007;0.4749377965927124
47;0.7927590608596802;0.4737505316734314
48;0.7877652645111084;0.47375762462615967
49;0.7890137434005737;0.47301122546195984
50;0.7890137434005737;0.47202083468437195
51;0.7902621626853943;0.47135013341903687
52;0.7890137434005737;0.4706428050994873
53;0.7890137434005737;0.47022855281829834
54;0.7877652645111084;0.47026917338371277
55;0.7877652645111084;0.46969619393348694
56;0.7890137434005737;0.46890777349472046
57;0.7890137434005737;0.4686652421951294
58;0.7890137434005737;0.46808919310569763
59;0.7877652645111084;0.467892050743103
60;0.7877652645111084;0.467284232378006
61;0.7877652645111084;0.4668261408805847
62;0.7877652645111084;0.4666835367679596
63;0.7877652645111084;0.4662114083766937
64;0.7877652645111084;0.46618884801864624
65;0.7877652645111084;0.4664085805416107
66;0.7877652645111084;0.4658190608024597
67;0.7865168452262878;0.4655178487300873
68;0.7940074801445007;0.4644192159175873
69;0.7952559590339661;0.4641932547092438
70;0.7952559590339661;0.46393710374832153
71;0.7940074801445007;0.463650643825531
72;0.7952559590339661;0.4636774957180023
73;0.7940074801445007;0.4627954065799713
74;0.7952559590339661;0.462737113237381
75;0.7902621626853943;0.46207982301712036
76;0.7890137434005737;0.4616764485836029
77;0.7940074801445007;0.46152636408805847
78;0.7890137434005737;0.4611571729183197
79;0.7915105819702148;0.4606354534626007
80;0.7940074801445007;0.4605107605457306
81;0.7940074801445007;0.4602999687194824
82;0.7965043783187866;0.45999693870544434
83;0.7977527976036072;0.45990660786628723
84;0.7990012764930725;0.4601186215877533
85;0.7990012764930725;0.45885077118873596
86;0.7940074801445007;0.45852264761924744
87;0.7927590608596802;0.4582981765270233
88;0.7927590608596802;0.457965612411499
89;0.7940074801445007;0.4573524296283722
90;0.7952559590339661;0.4569380581378937
91;0.7940074801445007;0.4564325511455536
92;0.7965043783187866;0.4561435878276825
93;0.7965043783187866;0.45588207244873047
94;0.7952559590339661;0.45573776960372925
95;0.7965043783187866;0.4558282196521759
96;0.7965043783187866;0.45551183819770813
97;0.7965043783187866;0.4548300504684448
98;0.7965043783187866;0.45449957251548767
99;0.7965043783187866;0.4542565643787384
100;0.7965043783187866;0.4539602994918823
101;0.7977527976036072;0.4538244605064392
102;0.7965043783187866;0.4535524249076843
103;0.7965043783187866;0.4531812071800232
104;0.7952559590339661;0.4529808461666107
105;0.7965043783187866;0.45321527123451233
106;0.7977527976036072;0.4526202976703644
107;0.7977527976036072;0.4520341157913208
108;0.7977527976036072;0.4518236815929413
109;0.7977527976036072;0.4514797627925873
110;0.7977527976036072;0.4513988196849823
111;0.7965043783187866;0.45100370049476624
112;0.7977527976036072;0.4509429633617401
113;0.7977527976036072;0.45070260763168335
114;0.7977527976036072;0.4503384828567505
115;0.7940074801445007;0.45111048221588135
116;0.7927590608596802;0.4510754942893982
117;0.7977527976036072;0.4507389962673187
118;0.7977527976036072;0.4497378468513489
119;0.7990012764930725;0.44969624280929565
120;0.7977527976036072;0.4497276544570923
121;0.7977527976036072;0.4492807686328888
122;0.7977527976036072;0.4489147663116455
123;0.7977527976036072;0.44896334409713745
124;0.7977527976036072;0.4485263228416443
125;0.7977527976036072;0.4487140476703644
126;0.7977527976036072;0.44827690720558167
127;0.7990012764930725;0.4481002986431122
128;0.7965043783187866;0.4483605921268463
129;0.7977527976036072;0.44782790541648865
130;0.8002496957778931;0.44779008626937866
131;0.7977527976036072;0.4475168287754059
132;0.7977527976036072;0.4474303722381592
133;0.8014981150627136;0.44723138213157654
134;0.802746593952179;0.44700729846954346
135;0.8014981150627136;0.44672125577926636
136;0.8014981150627136;0.4466823637485504
137;0.8014981150627136;0.4464494287967682
138;0.8014981150627136;0.44636476039886475
139;0.7977527976036072;0.44636106491088867
140;0.7990012764930725;0.44616907835006714
141;0.7990012764930725;0.4459478557109833
142;0.8014981150627136;0.44595983624458313
143;0.8002496957778931;0.4456669092178345
144;0.8002496957778931;0.4454478323459625
145;0.8064919114112854;0.4453926980495453
146;0.8052434325218201;0.4454125165939331
147;0.8039950132369995;0.4451063573360443
148;0.807740330696106;0.4453423321247101
149;0.8052434325218201;0.44507357478141785
150;0.8052434325218201;0.44442078471183777
151;0.8014981150627136;0.4444231390953064
152;0.8064919114112854;0.44530951976776123
153;0.8052434325218201;0.4442576766014099
154;0.7990012764930725;0.4445854425430298
155;0.8002496957778931;0.4442647397518158
156;0.802746593952179;0.44385769963264465
157;0.8039950132369995;0.4436345398426056
158;0.8002496957778931;0.443536639213562
159;0.7990012764930725;0.4438287913799286
160;0.802746593952179;0.44367676973342896
161;0.8039950132369995;0.4431009590625763
162;0.8039950132369995;0.4428815245628357
163;0.8039950132369995;0.4427829682826996
164;0.8014981150627136;0.442757248878479
165;0.7990012764930725;0.44294461607933044
166;0.802746593952179;0.44252878427505493
167;0.7990012764930725;0.44304972887039185
168;0.8039950132369995;0.4431219696998596
169;0.8039950132369995;0.442527711391449
170;0.8039950132369995;0.44234898686408997
171;0.802746593952179;0.44247671961784363
172;0.8039950132369995;0.4422897398471832
173;0.8064919114112854;0.44153502583503723
174;0.8039950132369995;0.44251748919487
175;0.8052434325218201;0.44190713763237
176;0.8064919114112854;0.44172561168670654
177;0.8052434325218201;0.4418168067932129
178;0.8064919114112854;0.4413797855377197
179;0.8064919114112854;0.44126424193382263
180;0.8052434325218201;0.4411458671092987
181;0.8064919114112854;0.44106000661849976
182;0.8052434325218201;0.44112035632133484
183;0.8064919114112854;0.4407283365726471
184;0.8064919114112854;0.44120243191719055
185;0.8102372288703918;0.44102782011032104
186;0.8039950132369995;0.4406670928001404
187;0.802746593952179;0.44058775901794434
188;0.8064919114112854;0.44027450680732727
189;0.8064919114112854;0.4402180314064026
190;0.8052434325218201;0.4403960108757019
191;0.8014981150627136;0.4406021535396576
192;0.8052434325218201;0.4399549067020416
193;0.8052434325218201;0.44026052951812744
194;0.8052434325218201;0.4402269721031189
195;0.8064919114112854;0.4397916793823242
196;0.8064919114112854;0.43966466188430786
197;0.8039950132369995;0.43984270095825195
198;0.802746593952179;0.43960094451904297
199;0.8064919114112854;0.43918904662132263
200;0.8089887499809265;0.4398937523365021
201;0.8089887499809265;0.439919650554657
202;0.8064919114112854;0.4392971396446228
203;0.807740330696106;0.4390425384044647
204;0.802746593952179;0.43870124220848083
205;0.8052434325218201;0.4391457438468933
206;0.8064919114112854;0.43890872597694397
207;0.8064919114112854;0.4395986497402191
208;0.8052434325218201;0.43912607431411743
209;0.8089887499809265;0.4385886490345001
210;0.807740330696106;0.43831169605255127
211;0.8039950132369995;0.43836328387260437
212;0.8039950132369995;0.43809717893600464
213;0.8064919114112854;0.43831661343574524
214;0.8114856481552124;0.438419908285141
215;0.8089887499809265;0.4383015036582947
216;0.8039950132369995;0.4379461705684662
217;0.8039950132369995;0.43773478269577026
218;0.8052434325218201;0.437982976436615
219;0.8039950132369995;0.4376751780509949
220;0.8064919114112854;0.43791159987449646
221;0.8052434325218201;0.437577486038208
222;0.8052434325218201;0.4379001259803772
223;0.8064919114112854;0.43756142258644104
224;0.8039950132369995;0.4374995827674866
225;0.8039950132369995;0.4372059404850006
226;0.8052434325218201;0.4371563494205475
227;0.807740330696106;0.4372267425060272
228;0.8064919114112854;0.4372490644454956
229;0.807740330696106;0.4369601309299469
230;0.8052434325218201;0.4369516372680664
231;0.8064919114112854;0.43674132227897644
232;0.8052434325218201;0.4365450143814087
233;0.802746593952179;0.43710654973983765
234;0.8039950132369995;0.43656212091445923
235;0.8052434325218201;0.43644046783447266
236;0.8052434325218201;0.43631917238235474
237;0.8064919114112854;0.43624067306518555
238;0.8064919114112854;0.4362965524196625
239;0.8064919114112854;0.436117023229599
240;0.802746593952179;0.4366903603076935
241;0.8039950132369995;0.43632715940475464
242;0.807740330696106;0.43622276186943054
243;0.8064919114112854;0.4360311031341553
244;0.8064919114112854;0.43569961190223694
245;0.8039950132369995;0.4355047643184662
246;0.8014981150627136;0.43601247668266296
247;0.8039950132369995;0.43558651208877563
248;0.807740330696106;0.4357862174510956
249;0.807740330696106;0.43540158867836
250;0.8039950132369995;0.4355717599391937
251;0.802746593952179;0.4354906380176544
252;0.8064919114112854;0.43529069423675537
253;0.802746593952179;0.4350554347038269
254;0.8002496957778931;0.43585920333862305
255;0.802746593952179;0.43540331721305847
256;0.8002496957778931;0.43500280380249023
257;0.8052434325218201;0.4351390302181244
258;0.807740330696106;0.4352681636810303
259;0.807740330696106;0.4352457821369171
260;0.8039950132369995;0.4349229633808136
261;0.807740330696106;0.43485888838768005
262;0.802746593952179;0.43472301959991455
263;0.802746593952179;0.4348353445529938
264;0.8064919114112854;0.4345465898513794
265;0.807740330696106;0.43464407324790955
266;0.8039950132369995;0.4346253275871277
267;0.8039950132369995;0.43443563580513
268;0.807740330696106;0.43459001183509827
269;0.8064919114112854;0.43451061844825745
270;0.807740330696106;0.43462997674942017
